年,月,日,时,分,NEE,RE,GPP,LE,Hs
2017,4,29,8,30,-0.004675622,0.1062409,0.00000090 ,161.808,160.007
2017,4,29,9,0,0.012483921,-0.283660109,0.00000089 ,85.5304,70.1077
2017,4,29,9,30,-0.009413695,0.213899897,0.00000090 ,28.7388,120.315
2017,4,29,10,0,-0.061720064,1.402410893,0.00000089 ,300.795,65.2209
2017,4,29,10,30,-0.056536126,1.284620894,0.00000089 ,217.513,144.781
2017,4,29,11,0,-0.006576458,0.149431893,0.00000089 ,304.012,111.25
2017,4,29,11,30,0.094558566,-2.14856911,0.00000089 ,-14.8631,98.8062
2017,4,29,12,0,0.014659731,-0.333099108,0.00000089 ,336.233,38.2473
2017,4,29,12,30,0.156566895,-3.557529104,0.00000090 ,-14.955,74.7453
2017,4,29,13,0,0.032060977,-0.7284921,0.00000090 ,-37.7971,50.6225
2017,4,29,13,30,-1.098480798,24.95980089,0.00000089 ,407.489,29.9276
2017,4,29,14,0,0.021925386,-0.498190122,0.00000088 ,170.711,204.171
2017,4,29,14,30,0.015863801,-0.360458104,0.00000090 ,446.079,-131.252
2017,4,29,15,0,0.094158955,-2.139489107,0.00000089 ,-14.5934,103.787
2017,4,29,15,30,0.15310991,-3.478979116,0.00000088 ,-16.7029,120.315
2017,4,29,16,0,0.05576067,-1.266999138,0.00000086 ,93.7356,78.848
2017,4,29,16,30,0.061282605,-1.392469147,0.00000085 ,-15.1732,132.171
2017,4,29,17,0,0.178468912,-4.055189159,0.00000084 ,24.448,-42.1676
2017,4,29,17,30,0.023602695,-0.536302147,0.00000085 ,-7.80011,121.732
2017,4,29,18,0,0.052912343,-1.202279143,0.00000086 ,5.35365,92.483
2017,4,29,18,30,0.085268495,-1.937479151,0.00000085 ,-63.672,73.6024
2017,4,29,19,0,0.013635574,-0.309828164,0.00000084 ,-73.2257,106.664
2017,4,29,19,30,-0.064538024,1.466440828,0.00000083 ,-49.9129,69.4833
2017,4,29,20,0,-0.158206708,3.594790826,0.00000083 ,-40.4201,75.5439
2017,4,29,20,30,-0.330139695,7.50147082,0.00000082 ,175.2,88.8331
2017,4,29,21,0,-0.240372938,5.461780814,0.00000081 ,121.351,72.5963
2017,4,29,21,30,-0.583066485,13.24850081,0.00000081 ,13.6536,196.739
2017,4,29,22,0,-0.407220569,9.252910802,0.00000080 ,159.297,117.369
2017,4,29,22,30,-0.56887326,12.9260008,0.00000080 ,150.019,238.924
2017,4,29,23,0,-0.673713882,15.30820079,0.00000079 ,21.0121,226.742
2017,4,29,23,30,-0.777485061,17.66610078,0.00000078 ,156.607,239.499
2017,4,29,24,0,-0.747135765,16.97650078,0.00000078 ,187.126,300.611
2017,4,30,0,30,-0.635742054,14.44540078,0.00000078 ,81.9085,109.467
2017,4,30,1,0,-0.840921075,19.10750077,0.00000077 ,150.163,443.033
2017,4,30,1,30,-0.495887076,11.26760076,0.00000076 ,57.3396,198.064
2017,4,30,2,0,-0.607888125,13.81250073,0.00000073 ,98.217,165.983
2017,4,30,2,30,-0.514630935,11.69350069,0.00000069 ,50.2036,138.929
2017,4,30,3,0,-0.479722203,10.90030068,0.00000068 ,42.9463,155.513
2017,4,30,3,30,-0.417016315,9.475490665,0.00000067 ,48.8636,116.921
2017,4,30,4,0,-0.40960107,9.307000665,0.00000067 ,85.9878,145.696
2017,4,30,4,30,-0.294549688,6.69279067,0.00000067 ,70.8922,86.9451
2017,4,30,5,0,-0.343157413,7.797260678,0.00000068 ,33.2462,131.545
2017,4,30,5,30,-0.268674449,6.104850709,0.00000071 ,11.4064,51.325
2017,4,30,6,0,-0.18079132,4.107960732,0.00000073 ,17.2285,55.5884
2017,4,30,6,30,-0.203333242,4.620160755,0.00000076 ,-61.9054,81.0674
2017,4,30,7,0,-0.005609955,0.127470787,0.00000079 ,6.44563,104.923
2017,4,30,7,30,0.01454306,-0.330448198,0.00000080 ,201.852,-92.5252
2017,4,30,8,0,0.044779735,-1.017489187,0.00000081 ,184.829,117.299
2017,4,30,8,30,0.40762238,-9.26203918,0.00000082 ,251.223,136.983
2017,4,30,9,0,0.003437181,-0.078099162,0.00000084 ,368.657,-79.209
2017,4,30,9,30,0.135415689,-3.076929145,0.00000086 ,410.382,-65.8094
2017,4,30,10,0,0.011225059,-0.255056132,0.00000087 ,449.298,45.0728
2017,4,30,10,30,-0.03168051,0.719848873,0.00000087 ,527.744,63.0805
2017,4,30,11,0,-0.028891377,0.656473889,0.00000089 ,368.518,18.1264
2017,4,30,11,30,-0.229829022,5.222200902,0.00000090 ,30.8649,61.7145
2017,4,30,12,0,-0.27519321,6.25297091,0.00000091 ,556.001,37.1508
2017,4,30,12,30,-0.147274624,3.346390923,0.00000092 ,577.706,129.677
2017,4,30,13,0,0.227963878,-5.179819067,0.00000093 ,524.448,-136.583
2017,4,30,13,30,0.320376076,-7.279619054,0.00000095 ,529.883,-133.578
2017,4,30,14,0,0.254059168,-5.77275905,0.00000095 ,478.912,74.4054
2017,4,30,14,30,0.070917714,-1.611399037,0.00000096 ,463.666,-181.188
2017,4,30,15,0,0.127867094,-2.905409029,0.00000097 ,403.852,-192.192
2017,4,30,15,30,0.182130544,-4.138389024,0.00000098 ,280.714,-94.2762
2017,4,30,16,0,0.095905712,-2.179179027,0.00000097 ,158.907,-28.088
2017,4,30,16,30,0.2911706,-6.616009021,0.00000098 ,126.841,-145.684
2017,4,30,17,0,0.100094584,-2.27435902,0.00000098 ,137.17,-191.52
2017,4,30,17,30,0.086715104,-1.970349024,0.00000098 ,45.9998,99.0964
2017,4,30,18,0,0.099723579,-2.26592903,0.00000097 ,-22.8294,105.06
2017,4,30,18,30,0.043911418,-0.99775904,0.00000096 ,-49.1925,41.2653
2017,4,30,19,0,-0.199427794,4.531420949,0.00000095 ,-22.7772,31.4321
2017,4,30,19,30,-0.06720283,1.526990924,0.00000092 ,-10.043,20.6747
2017,4,30,20,0,-0.422170326,9.592600901,0.00000090 ,-29.4436,35.2245
2017,4,30,20,30,-0.332900002,7.564190869,0.00000087 ,148.969,58.7002
2017,4,30,21,0,-0.192863263,4.38226085,0.00000085 ,10.2669,38.2728
2017,4,30,21,30,-0.402659813,9.149280841,0.00000084 ,41.1956,53.6667
2017,4,30,22,0,-0.405674498,9.217780818,0.00000082 ,83.5439,84.4298
2017,4,30,22,30,-0.325819233,7.403300819,0.00000082 ,11.3384,47.0301
2017,4,30,23,0,-0.286873464,6.518370818,0.00000082 ,25.6605,40.9729
2017,4,30,23,30,-0.221069272,5.0231608,0.00000080 ,50.3031,35.736
2017,4,30,24,0,-0.525439791,11.9391008,0.00000080 ,70.8656,101.177
2017,5,1,0,30,-0.412631159,9.375850805,0.00000081 ,77.9147,116.577
2017,5,1,1,0,-0.254196479,5.77588083,0.00000083 ,41.5329,58.5735
2017,5,1,1,30,-0.219556208,4.988780825,0.00000083 ,53.9242,58.9221
2017,5,1,2,0,-0.171583107,3.898730825,0.00000083 ,100.512,54.1022
2017,5,1,2,30,-0.214102929,4.86487083,0.00000083 ,90.6096,65.4407
2017,5,1,3,0,-0.297035373,6.749270811,0.00000081 ,39.2904,80.0211
2017,5,1,3,30,-0.015972109,0.362920819,0.00000082 ,173.904,-107.933
2017,5,1,4,0,-0.310411772,7.053210809,0.00000081 ,154.763,95.1329
2017,5,1,4,30,-0.094652307,2.150700781,0.00000078 ,71.3564,159.659
2017,5,1,5,0,-0.059915214,1.361400765,0.00000077 ,76.4789,159.659
2017,5,1,5,30,-0.023287407,0.529139763,0.00000076 ,26.5414,17.027
2017,5,1,6,0,-0.156031734,3.545370767,0.00000077 ,38.5239,117.931
2017,5,1,6,30,-0.174838087,3.972690811,0.00000081 ,-28.9268,145.377
2017,5,1,7,0,-0.013083381,0.297282843,0.00000084 ,32.4287,99.8812
2017,5,1,7,30,-0.045929276,1.043610857,0.00000086 ,19.7521,85.1284
2017,5,1,8,0,-0.013327196,0.302822892,0.00000089 ,263.842,535.536
2017,5,1,8,30,0.016402087,-0.372689073,0.00000093 ,222.766,130.373
2017,5,1,9,0,-0.129468618,2.941800958,0.00000096 ,376.922,74.8651
2017,5,1,9,30,0.108158976,-2.457599011,0.00000099 ,411.793,-23.8762
2017,5,1,10,0,0.021313427,-0.484284984,0.00000102 ,313.082,107.682
2017,5,1,10,30,-0.004989502,0.113373027,0.00000103 ,307.422,116.253
2017,5,1,11,0,-0.033843558,0.768998042,0.00000104 ,345.165,131.251
2017,5,1,11,30,-0.128662795,2.92349105,0.00000105 ,543.876,-133.474
2017,5,1,12,0,-0.08577725,1.949041058,0.00000106 ,12.2102,17.5026
2017,5,1,12,30,0.022124179,-0.502706937,0.00000106 ,546.439,66.0979
2017,5,1,13,0,-0.119097662,2.706151072,0.00000107 ,539.022,-164.303
2017,5,1,13,30,-0.035880297,0.815277079,0.00000108 ,330.752,79.7191
2017,5,1,14,0,-0.004989502,0.11337308,0.00000108 ,305.409,116.253
2017,5,1,14,30,0.062433906,-1.418628907,0.00000109 ,449.766,199.591
2017,5,1,15,0,-0.094642625,2.150481093,0.00000109 ,212.853,133.077
2017,5,1,15,30,0.020684436,-0.469992903,0.00000110 ,159.27,216.498
2017,5,1,16,0,-0.159209256,3.617571099,0.00000110 ,265.674,198.303
2017,5,1,16,30,-0.109047098,2.477781101,0.00000110 ,153.571,-0.450132
2017,5,1,17,0,0.022488054,-0.510974902,0.00000110 ,104.431,154.298
2017,5,1,17,30,-0.008912773,0.202518091,0.00000109 ,42.8381,97.917
2017,5,1,18,0,-0.019167895,0.435536088,0.00000109 ,7.27739,150.798
2017,5,1,18,30,-0.147897365,3.360541083,0.00000108 ,18.2592,107.73
2017,5,1,19,0,-0.226521671,5.147051077,0.00000108 ,76.3898,118.152
2017,5,1,19,30,-0.429577649,9.760911067,0.00000107 ,141.09,187.043
2017,5,1,20,0,-0.224926308,5.110801054,0.00000105 ,-15.9394,113.731
2017,5,1,20,30,-0.183982045,4.180461046,0.00000105 ,35.9885,48.2238
2017,5,1,21,0,-0.894269997,20.31970104,0.00000104 ,142.375,270.218
2017,5,1,21,30,0.410633985,-9.33046896,0.00000104 ,498.399,189.299
2017,5,1,22,0,-0.482802903,10.97030104,0.00000104 ,123.266,173.12
2017,5,1,22,30,-0.599763879,13.62790103,0.00000103 ,192.201,250.888
2017,5,1,23,0,-0.514705752,11.69520101,0.00000101 ,168.034,201.081
2017,5,1,23,30,-0.383336782,8.710220974,0.00000097 ,149.01,182.69
2017,5,1,24,0,-0.362255112,8.231200956,0.00000096 ,231.927,140.141
2017,5,2,0,30,-0.438840874,9.971390941,0.00000094 ,188.192,229.407
2017,5,2,1,0,-0.315028861,7.158120925,0.00000093 ,229.367,152.622
2017,5,2,1,30,-0.360566448,8.192830909,0.00000091 ,195.265,284.938
2017,5,2,2,0,-0.426215725,9.684520913,0.00000091 ,108.534,276.977
2017,5,2,2,30,-0.301054806,6.840600958,0.00000096 ,175.553,188.113
2017,5,2,3,0,-0.249720222,5.674170908,0.00000091 ,221.923,176.138
2017,5,2,3,30,-0.14465867,3.286950887,0.00000089 ,163.515,142.352
2017,5,2,4,0,-0.176378877,4.007700902,0.00000090 ,176.624,97.5013
2017,5,2,4,30,-0.176756043,4.016270913,0.00000091 ,92.5779,81.8281
2017,5,2,5,0,-0.108643526,2.468610911,0.00000091 ,40.7121,71.2128
2017,5,2,5,30,-0.191999786,4.362640923,0.00000092 ,135.905,109.516
2017,5,2,6,0,-0.121507209,2.760900934,0.00000093 ,-42.0941,439.153
2017,5,2,6,30,-0.138520595,3.147480949,0.00000095 ,-46.1987,725.736
2017,5,2,7,0,-0.037230612,0.845958978,0.00000098 ,111.675,106.031
2017,5,2,7,30,-0.071399624,1.622351003,0.00000100 ,53.7629,357.283
2017,5,2,8,0,-0.042844571,0.973520018,0.00000102 ,59.3312,304.596
2017,5,2,8,30,0.011290633,-0.256545972,0.00000103 ,113.11,113.075
2017,5,2,9,0,0.024503492,-0.556769961,0.00000104 ,154.446,97.4069
2017,5,2,9,30,0.150686719,-3.423918959,0.00000104 ,228.686,93.1697
2017,5,2,10,0,0.316189845,-7.184498965,0.00000103 ,239.725,150.825
2017,5,2,10,30,0.236457368,-5.372808974,0.00000103 ,233.34,116.854
2017,5,2,11,0,0.258709704,-5.878428981,0.00000102 ,207.775,30.5955
2017,5,2,11,30,0.030492769,-0.692858968,0.00000103 ,285.595,115.732
2017,5,2,12,0,0.013490605,-0.306533954,0.00000105 ,275.418,67.2853
2017,5,2,12,30,-0.004989502,0.113373061,0.00000106 ,305.409,116.253
2017,5,2,13,0,0.158063235,-3.591528928,0.00000107 ,419.985,38.2296
2017,5,2,13,30,0.075405854,-1.713378925,0.00000107 ,399.799,3.45139
2017,5,2,14,0,-0.026457052,0.601161081,0.00000108 ,152.984,167.852
2017,5,2,14,30,-0.351987579,7.997901082,0.00000108 ,137.918,-7.73652
2017,5,2,15,0,-0.131386134,2.985371094,0.00000109 ,364.997,2.53643
2017,5,2,15,30,-0.015181778,0.344963089,0.00000109 ,112.118,2.64341
2017,5,2,16,0,-0.02052446,0.466360073,0.00000107 ,107.504,165.697
2017,5,2,16,30,-0.033594329,0.763335072,0.00000107 ,40.6454,116.851
2017,5,2,17,0,-0.073927558,1.679791063,0.00000106 ,23.4251,81.8728
2017,5,2,17,30,-0.139024949,3.158941052,0.00000105 ,25.5009,-4.55279
2017,5,2,18,0,-0.135178035,3.07153103,0.00000103 ,7.2872,89.6387
2017,5,2,18,30,-0.075898766,1.724581014,0.00000101 ,12.8075,116.42
2017,5,2,19,0,-0.219525841,4.988090997,0.00000100 ,82.7604,-38.5149
2017,5,2,19,30,-0.437844047,9.948740985,0.00000099 ,141.099,187.288
2017,5,2,20,0,-0.103206971,2.345080982,0.00000098 ,51.7235,-27.0484
2017,5,2,20,30,-0.43878146,9.970040979,0.00000098 ,142.766,188.663
2017,5,2,21,0,-0.149428473,3.395330963,0.00000096 ,51.5132,29.0471
2017,5,2,21,30,-0.165593786,3.762640957,0.00000096 ,143.811,72.4019
2017,5,2,22,0,-0.497202975,11.29750095,0.00000095 ,75.2966,149.286
2017,5,2,22,30,-0.32888541,7.47297094,0.00000094 ,110.719,124.052
2017,5,2,23,0,-0.364692386,8.286580933,0.00000093 ,110.792,133.128
2017,5,2,23,30,-0.1619546,3.679950928,0.00000093 ,29.9267,64.4319
2017,5,2,24,0,-0.381266552,8.663180921,0.00000092 ,248.566,182.227
2017,5,3,0,30,-0.221404188,5.030770913,0.00000091 ,341.122,187.125
2017,5,3,1,0,-0.374955078,8.519770903,0.00000090 ,196.434,186.859
2017,5,3,1,30,-0.207645782,4.718150897,0.00000090 ,104.739,76.0198
2017,5,3,2,0,-0.172659592,3.923190892,0.00000089 ,38.8582,72.2712
2017,5,3,2,30,-0.31960062,7.262000888,0.00000089 ,148.123,145.621
2017,5,3,3,0,-0.427516221,9.714070883,0.00000088 ,142.356,188.829
2017,5,3,3,30,-0.427516221,9.714070879,0.00000088 ,-85.3507,187.473
2017,5,3,4,0,-0.427516221,9.714070873,0.00000087 ,-19.2128,187.473
2017,5,3,4,30,-0.427779841,9.720060871,0.00000087 ,142.356,188.156
2017,5,3,5,0,-0.639650142,14.53420087,0.00000087 ,49.3264,226.841
2017,5,3,5,30,-0.497141361,11.29610087,0.00000087 ,38.6383,205.686
2017,5,3,6,0,-0.833307345,18.93450088,0.00000088 ,37.3666,248.385
2017,5,3,6,30,-0.279898319,6.359880884,0.00000088 ,-144.857,694.639
2017,5,3,7,0,-0.073180708,1.662820894,0.00000089 ,17.111,76.0355
2017,5,3,7,30,-0.119948375,2.725480908,0.00000091 ,13.5048,71.3881
2017,5,3,8,0,-0.145361509,3.302920918,0.00000092 ,31.5368,26.4417
2017,5,3,8,30,-0.029744643,0.675861934,0.00000093 ,-4.77976,177.988
2017,5,3,9,0,-0.036435351,0.827888944,0.00000094 ,36.7598,128.152
2017,5,3,9,30,0.135599651,-3.08110905,0.00000095 ,40.7148,-2.96985
2017,5,3,10,0,-0.082732639,1.879860947,0.00000095 ,-14.2416,-22.4076
2017,5,3,10,30,-0.748231614,17.00140093,0.00000093 ,26.5606,-17.4715
2017,5,3,11,0,-0.251025118,5.703820924,0.00000092 ,36.1099,-1.23833
2017,5,3,11,30,-0.025961455,0.589899946,0.00000095 ,44.806,116.851
2017,5,3,12,0,-0.261437884,5.940420953,0.00000095 ,1.65515,-30.0438
2017,5,3,12,30,-0.629096544,14.29440095,0.00000095 ,51.3436,135.472
2017,5,3,13,0,0.194702881,-4.424059034,0.00000097 ,-8.99357,128.152
2017,5,3,13,30,-0.018430948,0.418790999,0.00000100 ,106.781,131.798
2017,5,3,14,0,-0.019933669,0.452936027,0.00000103 ,43.5404,140.483
2017,5,3,14,30,-0.03761121,0.854607053,0.00000105 ,32.6539,116.851
2017,5,3,15,0,-0.025053837,0.569277064,0.00000106 ,46.2798,116.851
2017,5,3,15,30,-0.029744643,0.675862067,0.00000107 ,33.4083,177.988
2017,5,3,16,0,-0.0794803,1.805961068,0.00000107 ,23.8567,75.848
2017,5,3,16,30,-0.0794803,1.805961067,0.00000107 ,23.8567,75.848
2017,5,3,17,0,-0.077901221,1.770081055,0.00000105 ,1.65515,118.477
2017,5,3,17,30,-0.077901221,1.770081046,0.00000105 ,1.65515,118.477
2017,5,3,18,0,-0.180216989,4.09491104,0.00000104 ,16.4004,114.247
2017,5,3,18,30,-0.218319967,4.96069103,0.00000103 ,70.9416,111.436
2017,5,3,19,0,-0.186946118,4.247811017,0.00000102 ,47.2115,102.042
2017,5,3,19,30,-0.421567829,9.578911008,0.00000101 ,138.327,185.365
2017,5,3,20,0,0.357591372,-8.125228998,0.00000100 ,14.9655,10.2
2017,5,3,20,30,-0.59013009,13.409001,0.00000100 ,35.6308,114.558
2017,5,3,21,0,-0.351620096,7.989550991,0.00000099 ,144.1,93.8664
2017,5,3,21,30,-0.299148293,6.797280984,0.00000098 ,159.915,261.311
2017,5,3,22,0,-0.315174974,7.161440973,0.00000097 ,31.6873,423.213
2017,5,3,22,30,-1.034978769,23.51690096,0.00000096 ,337.735,576.339
2017,5,3,23,0,-0.786749166,17.87660094,0.00000094 ,206.685,402.168
2017,5,3,23,30,-0.365004417,8.293670916,0.00000092 ,175.666,107.027
2017,5,3,24,0,-0.362894577,8.245730896,0.00000090 ,234.065,164.985
2017,5,4,0,30,-0.056318717,1.279680874,0.00000087 ,283.257,51.941
2017,5,4,1,0,-0.544073625,12.36250084,0.00000084 ,85.2263,432.309
2017,5,4,1,30,-0.423227886,9.61663083,0.00000083 ,332.126,276.647
2017,5,4,2,0,-0.485324676,11.02760082,0.00000082 ,214.05,264.321
2017,5,4,2,30,-0.624092607,14.18070082,0.00000082 ,556.686,495.176
2017,5,4,3,0,-0.440126406,10.00060081,0.00000082 ,300.305,323.176
2017,5,4,3,30,-0.425645356,9.671560805,0.00000081 ,138.863,187.789
2017,5,4,4,0,-0.11420463,2.594970805,0.00000081 ,139.358,68.8169
2017,5,4,4,30,-0.22418474,5.093950853,0.00000085 ,360.735,187.793
2017,5,4,5,0,-0.313477949,7.122880871,0.00000087 ,211.81,301.927
2017,5,4,5,30,-0.144888402,3.292170902,0.00000090 ,119.919,169.307
2017,5,4,6,0,0.168373898,-3.825809089,0.00000091 ,61.1182,-52.4457
2017,5,4,6,30,0.226446854,-5.145349101,0.00000090 ,-50.0047,56.151
2017,5,4,7,0,-0.079376436,1.803600896,0.00000090 ,0.414472,124.671
2017,5,4,7,30,0.055763311,-1.267059101,0.00000090 ,20.37,20.9355
2017,5,4,8,0,0.044849711,-1.019079095,0.00000091 ,99.6641,116.851
2017,5,4,8,30,0.206905093,-4.701319095,0.00000091 ,133.974,142.222
2017,5,4,9,0,-0.219327796,4.983590916,0.00000092 ,255.232,407.996
2017,5,4,9,30,-1.145509884,26.02840093,0.00000093 ,542.021,-78.336
2017,5,4,10,0,-0.077381023,1.758260935,0.00000094 ,336.887,90.5297
2017,5,4,10,30,-0.238249455,5.413530949,0.00000095 ,349.402,-40.0342
2017,5,4,11,0,-0.02836691,0.644556949,0.00000095 ,347.695,-3.04982
2017,5,4,11,30,-0.102845649,2.336870954,0.00000095 ,331.168,-51.3062
2017,5,4,12,0,-0.158394191,3.599050946,0.00000095 ,399.612,-110.531
2017,5,4,12,30,-0.012312282,0.279761927,0.00000093 ,-31.4305,81.3541
2017,5,4,13,0,-0.076348988,1.734810917,0.00000092 ,1.26647,95.0602
2017,5,4,13,30,-0.063613814,1.445440908,0.00000091 ,24.1203,95.0602
2017,5,4,14,0,-0.079507586,1.806580887,0.00000089 ,25.8963,433.998
2017,5,4,14,30,-0.079376436,1.803600879,0.00000088 ,0.414472,124.671
2017,5,4,15,0,-0.163961896,3.725560811,0.00000081 ,13.7184,119.237
2017,5,4,15,30,-0.091678991,2.083140801,0.00000080 ,-3.81983,98.1877
2017,5,4,16,0,-0.172506877,3.919720791,0.00000079 ,14.1058,117.484
2017,5,4,16,30,-0.156709048,3.560760774,0.00000077 ,14.3573,110.948
2017,5,4,17,0,-0.214607283,4.876330762,0.00000076 ,74.3816,116.199
2017,5,4,17,30,-0.222149717,5.047710762,0.00000076 ,-3.56698,122.919
2017,5,4,18,0,-0.226408125,5.144470766,0.00000077 ,71.8173,116.235
2017,5,4,18,30,-0.420573643,9.55632077,0.00000077 ,135.128,184.892
2017,5,4,19,0,-0.424315813,9.641350768,0.00000077 ,136.96,185.887
2017,5,4,19,30,-0.858098178,19.49780077,0.00000077 ,92.0367,188.44
2017,5,4,20,0,-0.430598241,9.784100756,0.00000076 ,140.258,189.077
2017,5,4,20,30,0.106624787,-2.422739246,0.00000075 ,-68.6172,189.449
2017,5,4,21,0,-0.245188072,5.571190748,0.00000075 ,32.9807,55.6646
2017,5,4,21,30,-0.58982202,13.40200074,0.00000074 ,98.3058,300.173
2017,5,4,22,0,-0.513763938,11.67380073,0.00000073 ,103.355,161.713
2017,5,4,22,30,-1.095061221,24.88210072,0.00000072 ,34.4134,692.732
2017,5,4,23,0,-0.938209581,21.31810071,0.00000072 ,211.544,585.4
2017,5,4,23,30,-0.437998082,9.952240712,0.00000071 ,294.13,360.899
2017,5,4,24,0,-0.204308503,4.642320706,0.00000071 ,191.365,190.86
2017,5,5,0,30,-0.077449238,1.759810706,0.00000071 ,116.471,84.5689
2017,5,5,1,0,-0.132231566,3.004580705,0.00000071 ,109.721,110.657
2017,5,5,1,30,-0.747663885,16.9885007,0.00000070 ,52.714,57.5315
2017,5,5,2,0,-0.4986333,11.3300007,0.00000070 ,104.192,291.193
2017,5,5,2,30,-0.563077143,12.7943007,0.00000070 ,78.7436,513.454
2017,5,5,3,0,-1.090827459,24.7859007,0.00000070 ,109.721,436.934
2017,5,5,3,30,-0.254843866,5.790590695,0.00000070 ,98.9502,194.695
2017,5,5,4,0,-0.124833485,2.83648069,0.00000069 ,213.989,302.798
2017,5,5,4,30,-0.039048709,0.887269682,0.00000068 ,1.57479,52.5428
2017,5,5,5,0,-0.381026257,8.657720678,0.00000068 ,-2.01973,233.438
2017,5,5,5,30,-0.168875612,3.837210679,0.00000068 ,-44.0028,176.203
2017,5,5,6,0,-0.09646904,2.191980686,0.00000069 ,41.0275,50.5361
2017,5,5,6,30,-0.048386795,1.099450691,0.00000069 ,7.90444,33.8966
2017,5,5,7,0,-0.141102221,3.206140697,0.00000070 ,-16.5173,7.87571
2017,5,5,7,30,-0.025196165,0.572510712,0.00000071 ,37.5186,177.37
2017,5,5,8,0,-0.071907939,1.633900716,0.00000072 ,74.3285,161.478
2017,5,5,8,30,0.123353869,-2.802859282,0.00000072 ,47.5099,18.4463
2017,5,5,9,0,-0.011411221,0.259287736,0.00000074 ,56.2908,103.056
2017,5,5,9,30,0.252891582,-5.746229267,0.00000073 ,237.944,430.024
2017,5,5,10,0,-0.054832939,1.245920737,0.00000074 ,188.848,55.4895
2017,5,5,10,30,0.009678899,-0.219924266,0.00000073 ,101.414,20.4318
2017,5,5,11,0,0.004927052,-0.111952263,0.00000074 ,193.613,17.1349
2017,5,5,11,30,-0.242593682,5.512240735,0.00000074 ,298.906,115.619
2017,5,5,12,0,-0.344997031,7.839060741,0.00000074 ,46.7323,20.4318
2017,5,5,12,30,-0.101118696,2.29763074,0.00000074 ,34.5208,177.37
2017,5,5,13,0,0.088582888,-2.012789257,0.00000074 ,134.426,86.6998
2017,5,5,13,30,-0.023506357,0.534114744,0.00000074 ,24.8841,81.6134
2017,5,5,14,0,-0.109489838,2.487840741,0.00000074 ,57.429,-4.02243
2017,5,5,14,30,-0.151515428,3.442750743,0.00000074 ,2.61168,-1.68396
2017,5,5,15,0,-0.000836045,0.018997443,0.00000074 ,57.429,-33.7719
2017,5,5,15,30,-0.000836045,0.018997443,0.00000074 ,57.429,-33.7719
2017,5,5,16,0,0.036831529,-0.836889259,0.00000074 ,56.651,-65.5649
2017,5,5,16,30,0.07015018,-1.593959258,0.00000074 ,58.2069,-31.7285
2017,5,5,17,0,-0.16772255,3.811010744,0.00000074 ,12.4069,0.654507
2017,5,5,17,30,-0.097932812,2.225240743,0.00000074 ,7.61086,4.10082
2017,5,5,18,0,-0.213632462,4.854180744,0.00000074 ,70.0334,114.518
2017,5,5,18,30,-0.210752447,4.788740741,0.00000074 ,-5.69492,-4.00154
2017,5,5,19,0,-0.404109942,9.182230737,0.00000074 ,86.2896,127.158
2017,5,5,19,30,-0.537243273,12.20730073,0.00000073 ,117.524,162.546
2017,5,5,20,0,-0.393691015,8.945490724,0.00000072 ,57.7469,43.5269
2017,5,5,20,30,-0.714607974,16.23740072,0.00000072 ,83.8709,133.651
2017,5,5,21,0,-0.389375834,8.847440709,0.00000071 ,206.378,281.177
2017,5,5,21,30,-0.910382058,20.68580071,0.00000071 ,189.405,244.773
2017,5,5,22,0,-0.488480193,11.0993007,0.00000070 ,115.529,207.171
2017,5,5,22,30,-0.919030023,20.8823007,0.00000070 ,256.702,352.848
2017,5,5,23,0,-0.857222379,19.4779007,0.00000070 ,239.855,434.686
2017,5,5,23,30,-0.385037329,8.748860692,0.00000069 ,347.916,131.296
2017,5,5,24,0,-0.534739104,12.15040069,0.00000069 ,299.092,306.092
2017,5,6,0,30,-0.47372364,10.76400068,0.00000068 ,301.764,260.348
2017,5,6,1,0,-0.761342193,17.29930068,0.00000068 ,580.944,546.25
2017,5,6,1,30,-0.485025408,11.02080067,0.00000067 ,369.159,372.213
2017,5,6,2,0,-0.267122216,6.06958067,0.00000067 ,387.091,302.971
2017,5,6,2,30,-0.529642746,12.03460067,0.00000067 ,425.126,296.893
2017,5,6,3,0,-0.619889652,14.08520066,0.00000066 ,486.018,439.418
2017,5,6,3,30,-0.412708616,9.377610662,0.00000066 ,247.917,321.761
2017,5,6,4,0,-0.452629647,10.28470066,0.00000066 ,154.561,289.703
2017,5,6,4,30,-0.598201524,13.59240066,0.00000067 ,-43.0885,215.16
2017,5,6,5,0,-0.747663885,16.98850066,0.00000066 ,109.721,-38.8071
2017,5,6,5,30,-0.598201524,13.59240066,0.00000066 ,151.261,215.16
2017,5,6,6,0,-0.055247513,1.255340657,0.00000066 ,-25.3622,159.428
2017,5,6,6,30,-0.023008164,0.522794655,0.00000066 ,-3.05085,8.37705
2017,5,6,7,0,-0.217125536,4.933550657,0.00000066 ,-1.0305,5.8645
2017,5,6,7,30,-0.031914732,0.72517066,0.00000066 ,4.07824,9.48435
2017,5,6,8,0,-0.024245505,0.55090967,0.00000067 ,0.700981,128.295
2017,5,6,8,30,-0.082680267,1.878670675,0.00000068 ,2.80344,147.612
2017,5,6,9,0,-0.116619899,2.649850684,0.00000068 ,34.2862,120.238
2017,5,6,9,30,0.053784181,-1.222089306,0.00000069 ,101.145,60.978
2017,5,6,10,0,0.024464851,-0.555892298,0.00000070 ,127.662,9.85075
